name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Trey Waters,9,1,195.58,77.11,195.58,Orthodox,30,6.43,0.44,5.61,0.56,0.44,0.33,0.85,0.9
Roman Salazar,10,6,170.18,61.23,None,Orthodox,37,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0
Kalindra Faria,18,8,170.18,56.7,None,Switch,38,2.23,0.56,1.44,0.45,1.31,0.66,0.2,0.7
Carlton Minus,10,3,177.8,77.11,190.5,Orthodox,31,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0
Dustin Poirier,30,9,175.26,70.31,182.88,Southpaw,36,5.3,0.5,4.33,0.52,1.24,0.36,0.64,1.3
Iasmin Lucindo,17,6,160.02,52.16,167.64,Orthodox,23,2.94,0.44,2.53,0.65,2.15,0.6,0.54,0.2
Jeremy Larsen,8,5,177.8,65.77,177.8,Orthodox,40,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0
Rob Wilkinson,11,2,190.5,83.91,203.2,Orthodox,33,2.74,0.5,5.66,0.39,4.47,0.25,0.0,0.0
Damian Grabowski,20,5,185.42,109.32,190.5,Orthodox,44,4.0,0.36,7.65,0.51,0.0,0.0,0.0,0.0
Sean Pierson,14,6,182.88,77.11,193.04,Southpaw,49,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4
Alessio Sakara,19,11,182.88,83.91,182.88,Orthodox,43,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0
Antonio Mendes,18,13,190.5,92.99,195.58,Southpaw,43,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0
Peggy Morgan,4,4,185.42,61.23,None,,45,2.27,0.23,8.2,0.33,0.0,0.0,0.5,0.0
Brock Lesnar,5,3,190.5,120.2,205.74,Orthodox,47,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5
Adam Milstead,8,4,190.5,92.99,193.04,Orthodox,37,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0
Jordan Espinosa,15,9,167.64,56.7,175.26,Orthodox,35,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2
Fatima Kline,7,1,167.64,52.16,170.18,Orthodox,24,2.21,0.47,1.68,0.55,1.84,1.0,0.5,0.0
Bruno Santos,15,2,175.26,83.91,None,Orthodox,37,1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3
Rin Nakai,19,2,154.94,61.23,None,Orthodox,38,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5
Benoit Saint Denis,13,3,180.34,70.31,185.42,Southpaw,29,5.17,0.53,4.98,0.41,3.97,0.37,0.68,1.2
Nick Fiore,6,2,177.8,70.31,182.88,Orthodox,27,2.83,0.46,7.93,0.42,2.5,0.45,0.71,0.0
Josh Stansbury,4,8,187.96,92.99,187.96,Orthodox,40,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0
Josh Bryant,15,4,177.8,83.91,None,Orthodox,44,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0
AJ Fletcher,10,3,177.8,77.11,170.18,Switch,28,3.36,0.49,4.61,0.46,1.54,0.35,0.33,0.9
Jose Maria,37,7,165.1,56.7,None,Orthodox,43,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3
Kenny Florian,14,6,177.8,65.77,187.96,Southpaw,48,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3
Townsend Saunders,0,2,165.1,77.11,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Silva,8,2,167.64,61.23,180.34,Orthodox,30,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5
Virna Jandiroba,21,3,160.02,52.16,162.56,Orthodox,36,2.12,0.38,2.73,0.57,2.29,0.34,0.73,1.7
Lauren Mueller,5,3,165.1,56.7,170.18,Orthodox,33,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0
Alexandre Pantoja,29,5,165.1,56.7,170.18,Orthodox,34,4.41,0.5,3.92,0.5,2.74,0.47,0.68,0.9
Jordan Williams,9,6,185.42,83.91,190.5,Southpaw,34,5.83,0.5,5.46,0.35,1.11,0.5,0.85,0.0
Pete Sell,10,7,180.34,77.11,190.5,Orthodox,42,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9
John Gunderson,35,16,175.26,70.31,175.26,Orthodox,46,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0
Dan Moret,13,6,182.88,70.31,185.42,Southpaw,38,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4
Ruan Potts,11,6,187.96,112.04,190.5,Orthodox,47,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3
Jason Godsey,16,16,187.96,104.33,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wellington Turman,18,8,182.88,77.11,182.88,Orthodox,28,3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8
Charles Johnson,17,7,175.26,56.7,177.8,Switch,34,4.74,0.49,3.62,0.57,0.5,0.2,0.67,0.4
Tresean Gore,6,2,182.88,83.91,190.5,Switch,30,3.0,0.54,5.88,0.47,3.46,0.75,0.83,1.7
Jared Hamman,14,6,190.5,83.91,190.5,Orthodox,43,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0
Yuneisy Duben,6,1,162.56,56.7,165.1,Orthodox,28,13.53,0.48,10.75,0.53,0.0,0.0,0.0,0.0
Germaine de Randamie,10,5,175.26,61.23,180.34,Orthodox,40,2.57,0.46,2.0,0.65,0.0,0.0,0.65,0.4
Jordan Rinaldi,14,7,177.8,65.77,182.88,Orthodox,37,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2
Jon Tuck,10,5,180.34,70.31,185.42,Orthodox,40,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0
Hector Ramirez,10,6,182.88,92.99,None,Orthodox,48,2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5
Terrance McKinney,16,7,177.8,70.31,185.42,Switch,30,5.91,0.56,2.59,0.47,3.23,0.36,0.77,1.4
Brandon Wolff,7,5,175.26,77.11,None,Orthodox,49,0.47,0.33,10.91,0.19,0.0,0.0,0.0,0.0
Noe Hernandez,5,5,175.26,77.11,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Clopton,6,2,167.64,65.77,None,Orthodox,43,1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0
Darrell Horcher,13,4,177.8,70.31,177.8,Southpaw,37,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7
Razak Al-Hassan,13,5,187.96,92.99,None,Orthodox,42,3.27,0.39,3.14,0.6,0.65,0.14,0.57,0.0
Alex Ricci,10,5,180.34,70.31,None,Orthodox,42,2.48,0.41,2.53,0.64,0.0,0.0,0.64,0.0
Michael Patt,12,4,182.88,92.99,None,Orthodox,None,1.65,0.28,5.53,0.55,0.0,0.0,0.0,0.0
Curtis Millender,17,5,187.96,77.11,193.04,Orthodox,37,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0
Brandon Thatch,11,5,187.96,77.11,187.96,Switch,39,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7
Nick Agallar,24,6,172.72,70.31,None,Orthodox,46,0.69,0.11,4.56,0.42,0.0,0.0,0.0,0.0
Richardson Moreira,7,4,187.96,83.91,None,Orthodox,40,1.17,0.28,1.83,0.67,0.0,0.0,1.0,0.0
Gilbert Urbina,7,4,190.5,77.11,190.5,Orthodox,28,5.61,0.57,4.61,0.44,3.01,0.44,0.0,0.8
Michael Trizano,11,3,180.34,65.77,180.34,Orthodox,33,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5
Rick Davis,3,1,175.26,70.31,None,Orthodox,None,3.09,0.5,6.19,0.64,0.0,0.0,0.0,0.0
Mairon Santos,16,1,170.18,65.77,182.88,Orthodox,24,4.14,0.45,2.37,0.7,0.0,0.0,0.4,0.0
Miranda Maverick,17,5,160.02,56.7,165.1,Southpaw,27,3.39,0.45,2.31,0.6,2.39,0.41,0.44,0.3
Kevin Vallejos,15,1,170.18,65.77,172.72,Switch,23,6.48,0.51,5.7,0.57,0.0,0.0,0.66,0.0
Ronnie Lawrence,8,2,172.72,61.23,172.72,Switch,32,2.78,0.56,1.75,0.52,6.75,0.77,0.45,0.2
Scott Junk,8,3,185.42,120.2,None,Orthodox,46,5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0
Eric Martin,0,1,185.42,120.2,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JP Buys,9,6,165.1,61.23,170.18,Orthodox,28,1.88,0.39,3.02,0.4,1.55,0.25,0.25,2.3
Suman Mokhtarian,8,5,172.72,65.77,182.88,Orthodox,32,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0
Tyson Nam,21,14,170.18,56.7,172.72,Orthodox,41,3.87,0.33,4.97,0.65,0.0,0.0,0.87,0.0
Cynthia Calvillo,9,6,162.56,52.16,162.56,Orthodox,37,4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8
Nate Quarry,12,4,182.88,83.91,182.88,Open Stance,53,4.96,0.44,2.8,0.66,0.25,0.33,0.6,0.0
Abdul Razak Alhassan,12,7,177.8,83.91,185.42,Orthodox,39,3.64,0.49,4.01,0.54,0.84,0.33,0.51,0.2
Danny Castillo,17,10,175.26,70.31,180.34,Orthodox,45,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2
Fabricio Werdum,24,9,193.04,104.78,195.58,Orthodox,47,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2
Yuta Sasaki,21,6,177.8,56.7,180.34,Southpaw,35,2.16,0.41,2.5,0.5,3.03,0.43,0.41,1.2
Randy Costa,6,4,175.26,61.23,185.42,Switch,30,6.53,0.46,7.58,0.58,0.0,0.0,0.5,0.0
Eric Shelton,12,6,167.64,56.7,172.72,Orthodox,34,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2
Marcio Alexandre Junior,17,4,182.88,83.91,190.5,Southpaw,35,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7
Lance Gibson,4,5,175.26,83.91,None,Orthodox,54,1.21,0.75,6.44,0.2,0.0,0.0,0.0,0.0
Santiago Ponzinibbio,31,8,182.88,77.11,185.42,Orthodox,38,4.8,0.41,4.61,0.61,0.56,0.32,0.71,0.0
Pat Barry,8,7,180.34,106.59,187.96,Orthodox,45,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2
Jason Black,23,4,172.72,70.31,None,Orthodox,52,1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2
Tom Breese,12,3,190.5,83.91,185.42,Southpaw,33,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1
Christina Marks,8,9,170.18,56.7,175.26,Orthodox,39,5.0,0.58,3.0,0.64,7.5,1.0,0.0,0.0
Donnie Chappell,0,1,180.34,80.74,None,Southpaw,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Madge,9,3,182.88,70.31,182.88,Southpaw,34,2.08,0.52,0.74,0.67,2.22,0.25,0.8,0.7
Uros Medic,10,3,185.42,77.11,180.34,Southpaw,31,5.49,0.6,3.46,0.56,0.37,0.5,0.55,0.0
Sean Woodson,13,1,187.96,65.77,198.12,Orthodox,32,5.66,0.46,4.2,0.58,0.63,0.62,0.84,0.4
Tai Tuivasa,15,8,187.96,119.75,190.5,Southpaw,32,3.77,0.46,5.18,0.44,0.0,0.0,0.57,0.0
Gokhan Saki,1,2,182.88,92.99,185.42,Orthodox,41,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0
Farid Basharat,13,0,172.72,61.23,180.34,Orthodox,27,4.36,0.55,2.57,0.59,3.97,0.44,0.8,0.5
Hyun Gyu Lim,13,7,190.5,77.11,195.58,Orthodox,40,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2
Nick Ring,14,4,182.88,83.91,187.96,Southpaw,46,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3
Dongi Yang,13,3,177.8,83.91,185.42,Southpaw,40,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5
Andrei Arlovski,34,24,190.5,108.86,195.58,Orthodox,46,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2
Iuri Alcantara,35,10,175.26,61.23,180.34,Southpaw,44,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8
Nadia Kassem,5,2,165.1,56.7,167.64,Southpaw,29,3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8
Jacob Kilburn,8,4,175.26,65.77,182.88,Orthodox,29,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5
Dave Herman,22,6,193.04,109.77,195.58,Orthodox,40,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0
Darren Uyenoyama,10,6,167.64,56.7,165.1,Orthodox,45,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7
Eduardo Garagorri,13,2,175.26,65.77,177.8,Orthodox,35,3.42,0.51,2.36,0.58,0.48,1.0,0.61,0.0
Delson Heleno,29,10,180.34,83.91,None,Orthodox,47,0.69,0.75,4.83,0.19,0.0,0.0,0.0,0.0
Krzysztof Jotko,24,6,185.42,83.91,195.58,Southpaw,35,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1
Zarah Fairn,6,6,172.72,61.23,182.88,Orthodox,41,4.55,0.31,7.4,0.45,0.0,0.0,0.6,0.0
Antonio Silva,19,12,193.04,119.75,208.28,Orthodox,45,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8
Alex Pereira,12,3,193.04,92.99,200.66,Orthodox,37,5.0,0.62,3.5,0.53,0.11,0.5,0.78,0.2
Julia Avila,9,4,170.18,61.23,172.72,Orthodox,36,2.81,0.42,3.28,0.55,0.63,0.37,0.52,0.2
Gavin Tucker,13,3,167.64,65.77,167.64,Southpaw,38,4.29,0.44,4.18,0.57,3.13,0.44,0.53,1.5
Justin McCully,11,5,185.42,102.06,185.42,Orthodox,49,1.58,0.37,2.02,0.46,1.28,0.44,0.43,0.0
Hannah Goldy,6,4,162.56,52.16,154.94,Orthodox,32,5.19,0.47,4.67,0.5,0.66,0.12,0.54,0.2
Rosi Sexton,13,5,160.02,61.23,None,Orthodox,47,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0
Ben Alloway,18,8,180.34,77.11,193.04,Orthodox,44,1.28,0.49,1.9,0.59,0.62,0.5,0.26,0.0
Zak Cummings,25,7,182.88,92.99,190.5,Southpaw,40,2.96,0.35,2.91,0.55,0.62,0.28,0.66,0.6
Alex Andrade,10,5,180.34,90.72,None,Orthodox,50,0.2,0.36,2.6,0.53,0.0,0.0,0.25,0.8
Daniel Teymur,7,4,165.1,65.77,175.26,Orthodox,37,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3
Dan Hardy,25,10,182.88,77.11,187.96,Orthodox,42,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4
Bobby Southworth,10,6,187.96,92.99,None,Orthodox,55,0.99,0.39,1.38,0.65,3.98,0.78,0.64,1.3
Nick Pace,8,3,170.18,61.23,172.72,Orthodox,37,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5
Grigory Popov,13,3,170.18,61.23,172.72,Switch,40,3.63,0.37,4.2,0.55,0.0,0.0,0.45,0.0
Stevie Lynch,5,2,177.8,77.11,None,Orthodox,None,2.47,0.25,7.06,0.41,0.0,0.0,0.0,0.0
Jonny Parsons,9,3,175.26,77.11,175.26,Orthodox,33,4.65,0.44,4.89,0.6,0.0,0.0,0.66,0.0
Gabe Green,11,5,177.8,70.31,185.42,Switch,31,6.28,0.45,6.95,0.47,0.83,0.5,0.53,0.3
Yanis Ghemmouri,12,3,175.26,61.23,175.26,Orthodox,30,2.29,0.38,5.14,0.35,0.0,0.0,0.0,0.0
Derrick Noble,27,15,175.26,77.11,None,Southpaw,46,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0
Da Woon Jung,15,6,193.04,92.99,198.12,Orthodox,31,3.24,0.4,4.23,0.49,1.59,0.47,0.75,0.2
Joao Roque,7,2,167.64,70.31,None,Orthodox,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Kelades,9,3,170.18,56.7,172.72,Orthodox,44,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3
Lucas Rocha,17,2,160.02,56.7,162.56,Orthodox,24,2.0,0.44,4.48,0.39,0.0,0.0,0.61,0.0
Josh Quinlan,6,3,182.88,77.11,182.88,Orthodox,32,3.57,0.42,6.38,0.53,0.34,0.11,0.71,0.0
Magnus Cedenblad,14,5,195.58,83.91,200.66,Orthodox,42,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0
Kristian Rothaermel,4,3,182.88,92.99,None,Open Stance,53,0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0
Brad Pickett,25,14,167.64,61.23,172.72,Orthodox,46,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4
Ryan Hall,9,2,177.8,65.77,177.8,Southpaw,40,2.38,0.5,1.33,0.65,0.22,0.09,0.0,2.2
Sarah Kaufman,18,4,165.1,61.23,167.64,Orthodox,39,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0
Fabio Maldonado,23,11,185.42,92.99,190.5,Orthodox,45,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6
Charles Radtke,10,4,175.26,77.11,182.88,Orthodox,34,3.38,0.53,3.03,0.56,0.59,0.12,1.0,0.0
Sage Northcutt,11,2,182.88,77.11,180.34,Orthodox,29,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6
Nathaniel Wood,21,6,167.64,65.77,175.26,Orthodox,31,5.66,0.51,3.89,0.56,1.41,0.48,0.72,0.6
Adam Wieczorek,10,2,195.58,113.4,205.74,Orthodox,33,1.68,0.38,1.87,0.48,0.41,0.33,0.58,0.4
Patrick Walsh,10,3,180.34,83.91,None,,36,2.03,0.19,2.83,0.64,3.0,0.54,1.0,1.5
Bernardo Magalhaes,13,4,175.26,70.31,None,Orthodox,43,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5
Loma Lookboonmee,9,3,154.94,52.16,154.94,Orthodox,29,4.1,0.57,2.48,0.53,1.9,0.5,0.72,0.1
Ilia Topuria,16,0,170.18,65.77,175.26,Orthodox,28,4.69,0.47,3.84,0.64,2.02,0.61,0.92,1.1
Mikey Burnett,5,2,167.64,77.11,None,Orthodox,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Santos,22,11,187.96,92.99,193.04,Orthodox,41,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1
Valentina Shevchenko,24,4,165.1,56.7,167.64,Southpaw,37,3.16,0.52,2.0,0.64,2.74,0.64,0.71,0.3
Nikita Krylov,30,9,190.5,92.99,195.58,Orthodox,33,4.38,0.55,2.47,0.44,2.29,0.38,0.53,1.4
Ricardo Ramos,17,7,175.26,65.77,182.88,Orthodox,29,2.97,0.36,4.06,0.54,2.57,0.57,0.7,0.7
Brendan Allen,24,7,187.96,83.91,190.5,Orthodox,29,3.55,0.53,3.67,0.45,1.53,0.38,0.56,1.3
Timothy Johnson,12,4,190.5,120.2,195.58,Southpaw,40,3.43,0.45,3.08,0.44,1.09,0.24,0.69,0.0
Jason Lambert,26,13,190.5,83.91,190.5,Orthodox,49,3.21,0.58,1.84,0.5,1.35,0.36,0.28,2.4
Aleksandar Rakic,14,5,193.04,92.99,198.12,Orthodox,33,4.16,0.5,2.91,0.51,0.66,0.23,0.85,0.1
Vinc Pichel,14,4,177.8,70.31,182.88,Orthodox,42,3.62,0.46,3.05,0.55,2.78,0.54,0.25,0.2
Gray Maynard,13,7,175.26,70.31,177.8,Orthodox,45,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7
Joe Giannetti,6,1,182.88,70.31,187.96,Southpaw,29,1.93,0.38,2.8,0.4,1.0,0.16,0.0,0.0
Thomas Almeida,22,5,170.18,65.77,177.8,Southpaw,33,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0
Mark Munoz,14,6,182.88,83.91,180.34,Orthodox,47,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6
Alex Oliveira,22,12,180.34,77.11,193.04,Orthodox,37,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6
Ken Stone,11,4,172.72,61.23,180.34,Southpaw,42,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6
Mike Kyle,22,14,193.04,92.99,195.58,Orthodox,44,3.93,0.51,3.35,0.49,1.33,0.62,0.5,0.8
Aoriqileng,25,12,170.18,61.23,175.26,Orthodox,31,4.65,0.49,5.46,0.48,1.2,0.46,0.58,0.0
Kuniyoshi Hironaka,23,9,177.8,76.2,177.8,Orthodox,48,1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6
Ramiro Hernandez,19,9,175.26,61.23,None,Orthodox,38,2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0
Amanda Nunes,23,5,172.72,61.23,175.26,Orthodox,36,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7
Cameron Saaiman,9,2,172.72,61.23,170.18,Southpaw,24,5.32,0.46,4.18,0.51,0.91,0.28,0.47,0.7
Tim Boetsch,21,13,182.88,83.91,187.96,Orthodox,44,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
Roland Payne,0,1,175.26,92.99,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SeungWoo Choi,11,8,182.88,65.77,187.96,Orthodox,32,3.56,0.38,3.16,0.47,0.83,0.54,0.7,0.0
Hector Lombard,34,10,175.26,83.91,180.34,Southpaw,47,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5
Damon Jackson,23,8,180.34,70.31,180.34,Switch,36,2.96,0.42,3.47,0.49,2.3,0.32,0.37,1.2
Azat Maksum,17,1,170.18,56.7,177.8,Southpaw,30,2.8,0.23,5.23,0.55,2.0,0.22,0.66,0.5
Mark Striegl,18,4,172.72,65.77,177.8,Southpaw,36,1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0
Gaetano Pirrello,15,7,170.18,61.23,165.1,Orthodox,32,0.99,0.55,2.44,0.42,0.0,0.0,0.3,0.0
Tyler Diamond,9,1,170.18,65.77,175.26,Orthodox,34,3.4,0.47,2.53,0.44,3.0,0.75,0.7,0.0
Sheila Gaff,9,7,165.1,61.23,None,Orthodox,35,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0
Dean Barry,4,2,177.8,77.11,182.88,Orthodox,32,9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0
Dusko Todorovic,12,5,185.42,83.91,187.96,Orthodox,30,5.35,0.57,4.8,0.46,0.92,0.12,0.45,0.0
JunYong Park,18,6,177.8,83.91,185.42,Orthodox,34,4.77,0.51,3.42,0.54,1.85,0.47,0.57,0.9
Brad Imes,13,7,200.66,120.2,None,Orthodox,48,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0
Braxton Smith,5,2,180.34,116.57,182.88,Orthodox,35,6.46,0.48,11.54,0.32,0.0,0.0,1.0,0.0
Zabit Magomedsharipov,18,1,185.42,65.77,185.42,Orthodox,34,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8
Joe Moreira,2,2,180.34,88.45,None,Southpaw,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natan Levy,8,2,175.26,70.31,180.34,Southpaw,33,3.7,0.52,3.19,0.58,5.03,0.58,0.41,0.5
Genaro Valdez,10,3,175.26,70.31,182.88,Orthodox,33,4.08,0.3,7.16,0.48,1.54,0.44,0.36,0.4
Evan Elder,9,2,177.8,70.31,182.88,Switch,27,5.02,0.49,4.79,0.57,0.63,0.2,0.33,0.6
Georges St-Pierre,26,2,180.34,83.91,193.04,Orthodox,43,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1
Nick Klein,6,2,185.42,83.91,195.58,Orthodox,29,3.22,0.6,3.33,0.47,3.33,0.2,0.66,1.7
Brendan Loughnane,17,3,177.8,65.77,177.8,Switch,35,6.23,0.63,6.7,0.53,1.5,0.3,0.92,0.0
Guy Mezger,30,14,185.42,90.72,None,Orthodox,57,2.3,0.32,1.36,0.72,0.39,0.5,0.88,0.0
Ronys Torres,35,5,170.18,70.31,None,Orthodox,49,0.87,0.26,1.93,0.57,4.0,0.47,0.16,0.5
Leon Edwards,22,5,187.96,77.11,187.96,Southpaw,33,2.62,0.54,2.42,0.53,1.18,0.36,0.63,0.4
Antonina Shevchenko,10,4,172.72,56.7,170.18,Southpaw,40,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4
Justin Frazier,10,3,182.88,120.2,190.5,Southpaw,35,1.11,0.66,6.11,0.04,0.0,0.0,0.0,0.0
Brandon Moreno,22,8,170.18,56.7,177.8,Orthodox,31,3.99,0.43,3.53,0.6,1.59,0.46,0.64,0.4
Denis Kang,35,16,180.34,83.91,195.58,Orthodox,47,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2
Frank Lester,11,6,180.34,77.11,None,Orthodox,40,2.18,0.36,3.82,0.53,0.0,0.0,0.0,0.0
Scott Morris,2,1,177.8,95.25,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexia Thainara,12,1,162.56,52.16,170.18,Orthodox,29,5.73,0.4,2.82,0.7,3.07,1.0,0.0,2.3
Kyle Kingsbury,11,6,193.04,92.99,200.66,Orthodox,43,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0
Thiago Moises,19,8,175.26,70.31,177.8,Orthodox,30,2.5,0.41,4.12,0.53,1.34,0.35,0.53,1.2
Nate Marquardt,35,19,182.88,83.91,187.96,Orthodox,45,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8
Rustam Khabilov,24,4,172.72,70.31,185.42,Orthodox,38,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1
Kit Cope,6,7,182.88,77.11,None,Orthodox,48,1.18,0.52,2.12,0.35,0.0,0.0,0.5,3.5
Colin Fletcher,14,8,187.96,70.31,None,Orthodox,42,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0
Eliot Marshall,10,4,187.96,92.99,195.58,Orthodox,44,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9
Jeremy Kennedy,11,1,180.34,65.77,180.34,Orthodox,32,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0
Anthony Torres,5,3,172.72,77.11,None,Orthodox,46,3.54,0.48,7.52,0.45,0.0,0.0,1.0,2.2
Eugenio Tadeu,2,3,172.72,72.57,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Lindland,22,9,182.88,83.91,187.96,Southpaw,54,2.62,0.5,1.56,0.52,3.01,0.48,0.6,1.3
Richie Vaculik,10,4,167.64,56.7,175.26,Orthodox,41,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0
David Zawada,17,7,182.88,77.11,190.5,Orthodox,34,3.84,0.41,4.54,0.55,0.97,0.33,0.57,1.7
Joe Slick,16,5,182.88,90.26,None,Orthodox,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Moicano,20,6,180.34,70.31,182.88,Orthodox,35,4.36,0.48,3.55,0.6,1.82,0.44,0.71,0.6
Vinicius Oliveira,22,3,175.26,61.23,177.8,Switch,29,4.92,0.44,2.77,0.52,1.89,0.6,0.76,0.3
Daniel Jolly,5,3,185.42,92.99,190.5,Orthodox,40,1.32,0.46,3.39,0.44,2.83,0.33,0.5,0.0
David Branch,22,6,185.42,83.91,198.12,Orthodox,43,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0
